CHEIE,COD_SMIS,TITLU_PROIECT,NUME_BENEFICIAR,NUMAR_AUTORIZARE,DATA_DEPUNERE_CERERE,VALOARE_ELIGIBILA_CERUTA,DATA_AUTORIZATA,VALOARE_AUTORIZATA,DATA_ULTIMEI_PLATI,VALOARE_RAMBURSATA,MOTIV_INTIRZIERE,COD_BENEFICIAR,COD_PO,COD_AP,COD_DMI,COD_OPER,REGIUNEA_BENEFICIARULUI,JUDETUL_BENEFICIARULUI,LOCALITATEA_BENEFICIARULUI,REIMBURS_OP_LIST
36616\1,"36,616","Calificarea/recalificarea a 40 de angajati proprii in meseria de ""preparator produse din carne si peste""",CARNEXIM BANAT S.R.L,1,,,,,,,,"11,398",4,2,2.3,***,VEST,TIMIS,DUMBRAVITA,
22086\9,"22,086",Consolidarea capacitatii institutionale a Consortiilor Regionale (CR) pentru educatie si formare profesionala,UNIVERSITATEA PETROL-GAZE DIN PLOIESTI,9,04/18/2013 00:00:00,,,,,,,"1,313",4,3,3.3,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,
37671\2,"37,671",Califica-te pentru viitor,Development Training Consulting SRL,2,12/20/2011 00:00:00,"191,360",01/15/2012 00:00:00,"190,879",,,,"10,972",4,2,2.3,***,NORD-EST,IASI,MUNICIPIUL IASI,
23902\1,"23,902","Modernizarea si diversificarea productiei la SC Neptun SA 
",NEPTUN SA,1,07/12/2012 00:00:00,,,,,,,"8,801",3,1,1,1,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL CÂMPINA,
29476\3,"29,476","S.A.F.I.R.  Servicii de Asistenta, Formare si Informare pentru Reintegrarea pe piata muncii a somerilor din judetul Hunedoara",CAMERA DE COMERT SI INDUSTRIE A JUDETULUI HUNEDOARA,3,09/27/2011 00:00:00,,,,,,,"5,672",4,5,5.1,***,VEST,HUNEDOARA,MUNICIPIUL DEVA,
13062\8,"13,062",Reabilitare DN6 Alexandria - Craiova,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA,8,08/13/2012 00:00:00,"12,891,467",04/30/2013 00:00:00,"9,321,378",,,,279,5,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21939\1,"21,939",Centre de Resurse si Sprijin in Educatie (CRSE),Fundatia Copiii Nostri,1,01/23/2012 00:00:00,,,,,,,"6,456",4,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
33972\4,"33,972",Tranzitia la viata activa prin instruire practica la locul de munca,FILIALA DIN BAIA MARE A FUNDATIEI INVATAMANTULUI PREUNIVERSITAR AL COOPERATIEI MESTESUGARESTI - SPIRU HARET  ,4,07/05/2013 00:00:00,,,,,,,"8,059",4,2,2.1,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
24374\1,"24,374",Calificarea a 14 angajati in meseria de confectioner tamplarie aluminiu si mase plastice,Trans Grig S.R.L.,1,11/29/2010 00:00:00,,,,,,,"8,560",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
23128\5,"23,128",Program interregional integrat de calificare/recalificare profesionala a persoanelor private de libertate,Penitenciarul Timisoara,5,05/29/2013 00:00:00,"929,949",06/27/2013 00:00:00,"920,843",,,,"8,054",4,6,6.2,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
36529\6,"36,529",Siguranta si adaptabilitate,Target Active Training,6,05/23/2013 00:00:00,"578,707",06/27/2013 00:00:00,"342,129",,,,"7,739",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21898\5,"21,898",Pas cu pas spre viata activa,Inspectoratul Scolar Judetean Dambovita,5,09/26/2012 00:00:00,"1,067,544",04/19/2013 00:00:00,"1,041,170",,,,"7,254",4,2,2.1,***,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
4077\2,"4,077",COMPROF,Agentia Nationala pentru Ocuparea Fortei de Munca,2,04/04/2011 00:00:00,,,,,,,130,4,4,4.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
43416\7,"43,416",AGROTURISMUL-premisa a ocuparii fortei de munca,"ASOCIATIA ""ALDMARIDIM""",7,07/24/2013 00:00:00,"125,852",08/21/2013 00:00:00,"121,058",,,,"13,928",4,5,5.2,***,VEST,ARAD,BARSA,
7361\19,"7,361",Modernizare si extindere scoala cu clasele I-VIII localitatea Beregsau Mare,Primaria Sacalaz,19,,,,,,,,"2,341",1,3,3.4,1,VEST,TIMIS,SACALAZ,
12496\1,"12,496",Modernizarea si extinderea activitatii SC TERMOPRIM SERVICE SRL,TERMOPRIM SERVICE SRL,1,01/11/2012 00:00:00,,,,,,,"4,966",3,1,1,1,NORD-VEST,SATU MARE,MUNICIPIUL SATU MARE,
35876\5,"35,876","Formarea profesionala in domeniul diabetului, al nutritiei si al bolilor metabolice si promovarea utilizarii noilor tehnologii pentru asistentii medicali in vederea eficientizarii managementului activitatilor specifice",ASOCIATIA MEDICALA ROMANA,5,09/20/2013 00:00:00,"589,739",10/19/2013 00:00:00,"581,773",,,,"11,199",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
19451\1,"19,451",PROMOVAREA POTENTIALULUI TURISTIC NATURAL SI ANTROPIC DIN ZONA MUNTILOR PERSANI,CLUB DE PROTECTIA NATURII SI TURISM,1,10/04/2011 00:00:00,,,,,,Respingere,"7,398",1,5,5.3,2,CENTRU,BRASOV,MUNICIPIUL BRASOV,
36595\1,"36,595",Program de Sanatate si Securitate în Munca,SERVJAIR SRL,1,04/29/2011 00:00:00,"25,241",07/25/2011 00:00:00,"23,981",,,,"11,392",4,3,3.2,***,NORD-VEST,MARAMURES,ORAS BORSA,
38590\1,"38,590","Consolidarea activitatilor intreprinderii Metalicplas Impex derulate pe piata de hartie, prin achizitionarea unei linii tehnologice pentru fabricarea hartiei tissue.",Metalicplas Impex SRL,1,09/30/2013 00:00:00,,,,,,,"11,724",3,1,1,1,NORD-VEST,CLUJ,MUNICIPIUL DEJ,
13623\2,"13,623","Cresterea competitivitatii prin achizitie linie tehnologica moderna pentru diversificare productie ambalaje
",PLASTICA SRL,2,01/24/2013 00:00:00,,,,,,,"2,714",3,1,1,1,NORD-VEST,SATU MARE,MUNICIPIUL SATU MARE,
43402\9,"43,402",Dezvoltarea antreprenoriala din mediul rural prin masuri active de ocupare in domeniul constructiilor si comertului,FUNDATIA ROMANO-GERMANA CENTRUL DE PREGATIRE SI PERFECT,9,10/09/2013 00:00:00,"150,389",10/20/2013 00:00:00,"150,386",,,,"3,709",4,5,5.2,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
19840\8,"19,840","Modernizarea si reabilitarea strazii Calea Galati din Municipiul Braila, pe tronsonul cuprins intre Bulevardul Dorobantilor si strada Mircea Malaeru colt cu strada Costache Negruzzi",Consiliul Local Municipal Braila,8,09/30/2013 00:00:00,,,,,,,"302,030,031",1,1,1.1,1,SUD-EST,BRAILA,MUNICIPIUL BRAILA,
17988\5,"17,988",Drumul lemnului,Primaria Municipiului Campulung Moldovenesc,5,04/25/2013 00:00:00,,,,,,,"2,503",1,5,5.3,2,NORD-EST,SUCEAVA,MUNICIPIUL CAMPULUNG MOLDOVENESC,
8098\2,"8,098",Corelarea ofertei educationale a invatamantului profesional si tehnic cu cerintele pietei muncii,Centrul National de Dezvoltare a Invatamantului Profesional si Tehnic - OI POS DRU,2,08/31/2011 00:00:00,,,,,,,31,4,1,1.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
23551\8,"23,551",FEMEI COMPETENTE-FEMEI ACTIVE PE PIATA MUNCII,CENTRUL REGIONAL DE FORMARE PROFESIONALA A ADULTILOR DOLJ,8,03/29/2013 00:00:00,"606,795",06/28/2013 00:00:00,"162,700",,,,"8,132",4,6,6.2,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
36535\11,"36,535",FLEXINOV - Intreprinderi flexibile si inovatoare,TOP QUALITY MANAGEMENT SRL,11,09/27/2013 00:00:00,"36,603",10/15/2013 00:00:00,"36,570",,,,"11,386",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
23056\2,"23,056",Dezvoltarea competentelor manageriale si antreprenoriale pentru IMM in vederea imbunatatirii eficientei organizationale si valorificarii oportunitatilor de afaceri.,Camera de Comert si Industrie a Municipiului Bucuresti,2,10/31/2011 00:00:00,"1,744,838",12/30/2011 00:00:00,"1,743,184",,,,"1,565",4,3,3.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21190\8,"21,190","Comuna, promotor al dezvoltarii spiritului antreprenorial in mediul rural",Asociatia Comunelor din Romania,8,08/14/2013 00:00:00,"424,826",08/14/2013 00:00:00,"424,687",,,,"4,346",4,5,5.2,***,SUD - MUNTENIA,DÂMBOVITA,VULCANA-BAI,
31625\1,"31,625",Calificarea si recalificarea - O noua sansa pentru viitorul tau,Consiliul Local Baia Sprie,1,07/28/2011 00:00:00,"108,664",09/01/2011 00:00:00,"108,664",,,,"2,461",4,5,5.1,***,NORD-VEST,MARAMURES,ORAS BAIA SPRIE,
29475\6,"29,475",Facilitarea accesului pe piata muncii a persoanelor in cautarea unui loc de munca si a somerilor,ASOCIATIA THUMENDE VALEA JIULUI PETROSANI,6,01/16/2012 00:00:00,,,,,,,"9,674",4,5,5.1,***,VEST,HUNEDOARA,MUNICIPIUL PETROSANI,
21409\3,"21,409",Sprijin pentru dezvoltarea economiei sociale în comunit??i multietnice din Regiunile de dezvoltare Nord-Vest ?i Centru din România,FUNDATIA CENTRUL DE RESURSE PENTRU DIVERSITATE ETNOCULTURALA  ,3,10/03/2011 00:00:00,,,,,,,"2,271",4,6,6.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
27073\3,"27,073","Reabilitarea liniei de cale ferata Frontiera - Curtici - Simeria parte componenta a Coridorului IV Pan - European,pentru circulatia trenurilor cu viteza maxima de 160 km/h, tronsonul 1: Frontiera Curtici - Arad - km 614","COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",3,05/30/2012 00:00:00,"73,629,322",07/31/2013 00:00:00,"54,917,941",,,,280,5,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22489\4,"22,489",Dezvoltarea COMPEteNtelor personalului DIdactic si didactic auxiliar de conducere din sistemul de invatamant preUniversitar - COMPENDIU,Casa Corpului Didactic Brasov,4,07/31/2012 00:00:00,,,,,,,"6,468",4,1,1.3,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,
39918\2,"39,918",CRESTEREA COMPETITIVITATII SC ENECTROMONTAJ GRUP SRL PRIN ACHIZITIONAREA UNOR ECHIPAMENTE PERFORMANTE,ENERGOMONTAJ GRUP SRL,2,01/09/2013 00:00:00,,,,,,,"12,447",3,1,1,1,SUD - MUNTENIA,ARGES,MUNICIPIUL PITESTI,
22264\3,"22,264",Solidaritate prin dialog social,Sindicatul National al Functionarilor Publici (SNFP),3,02/29/2012 00:00:00,"1,035,921",12/31/2012 00:00:00,"1,035,890",,,,"7,779",4,3,3.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
17794\3,"17,794","REABILITAREA, MODERNIZAREA SI ECHIPAREA AMBULATORIULUI INTEGRAT - CORP A - AL SPITALULUI JUDETEAN DE URGENTA PIATRA NEAMT",Consiliul Judetean Neamt,3,10/01/2013 00:00:00,,,,,,,56,1,3,3.1,2,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
38019\1,"38,019",Dezvoltarea abilitatilor angajatilor implicati in absorbtia fondurilor europene aferente AM POST si beneficiarilor acestuia prin instruire,Ministerul Transporturilor si Infrastructurii - DG Relatii Financiare Externe,1,07/31/2012 00:00:00,"712,400",09/13/2013 00:00:00,"313,875",,,,44,5,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
3200\5,"3,200",Sprijin pentru AM si OI POS Mediu prin dotarea cu echipamente necesare derularii activitatii,Ministerul Mediului si Schimbarilor Climatice,5,11/09/2009 00:00:00,"1,006,130",11/26/2009 00:00:00,"1,006,130",,,,14,2,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
5497\4,"5,497","INSTALATIE PROTOTIP PENTRU NITRURARE ACCELERATA A PIESELOR AGABARITICE DIN INDUSTRIA NAVALA, EOLIANA SI AUTO",UTTIS INDUSTRIES SRL,4,08/20/2013 00:00:00,,,,,,,"1,721",3,2,3,3,BUCURESTI - ILFOV,ILFOV,VIDRA,
8683\5,"8,683",INTREPRINDERI SOCIALE PENTRU INCLUZIUNE SOCIALA,FEDERATIA FILANTROPIA ,5,07/28/2011 00:00:00,,,,,,,"6,893",4,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
14323\2,"14,323",SISTEM NATIONAL INTEGRAT DE INTRODUCERE SI ACTUALIZARE A INFORMATIILOR LEGATE DE EVIDENTA PERSOANELOR,Centrul National de Administrare a Bazelor de Date privind Evidenta Persoanelor,2,03/28/2013 00:00:00,,,,,,,"9,415",3,3,2,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
45069\6,"45,069",O ?ANS? PENTRU MEDIUL RURAL-DEZVOLTAREA RESURSELOR UMANE,Asociatia Ecologica Universitara Galati,6,07/31/2013 00:00:00,"138,375",07/31/2013 00:00:00,"118,943",,,,"10,738",4,5,5.2,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
19016\1,"19,016",competitivitate in activitati tipografice,TIPOGRAFIA CELESTIN SRL,1,03/06/2012 00:00:00,,,,,,,"3,557",3,1,1,1,NORD-EST,SUCEAVA,MUNICIPIUL SUCEAVA,
22814\9,"22,814",CeReRe in Turism: Centre Regionale de Resurse in Turism si servicii integrate pentru stimularea antreprenoriatului in sectorul turismului,ASOCIATIA EUROPEANA PENTRU O VIATA MAI BUNA,9,06/18/2013 00:00:00,"1,315,184",07/16/2013 00:00:00,"1,228,005",,,,"7,379",4,3,3.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
29477\4,"29,477","Centrul European de Consiliere, Orientare Si Recalificare Profesionala - CECORP",European Steps ,4,04/12/2012 00:00:00,,,,,,,"9,686",4,5,5.1,***,VEST,CARAS-SEVERIN,MUNICIPIUL RESITA,
9399\6,"9,399",MediaLab - Laborator de formare a competentelor practice si transfer de know-how in industria media,AUR  Asociatia Nationala a Specialistilor în Resurse Umane,6,09/27/2011 00:00:00,"186,216",01/13/2012 00:00:00,"186,207",,,,"3,850",4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22271\7,"22,271",Competente si instrumente pentru adoptarea responsabilitatii sociale si de mediu in cadrul organizatiilor societatii civile (RSORG),ASOCIATIA REPER21 ,7,04/24/2013 00:00:00,,,,,,,"7,785",4,3,3.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
28397\1,"28,397",PROMOVAREA POTENTIALULUI TURISTIC AL MUNICIPIULUI ORASTIE PRIN ACTIVITATI SPECIFICE DE MARKETING,FUNDATIA BEGA ,1,07/26/2012 00:00:00,,,,,,Retragere,"11,886",1,5,5.3,2,VEST,TIMIS,MUNICIPIUL TIMISOARA,
27962\1,"27,962","Cresterea competitivitatii S.C. PAL GRAFIC 96 S.R.L. prin achizitionarea de tehnologii AYi utilaje noi
",PAL GRAFIC 96 S.R.L.,1,02/03/2012 00:00:00,,,,,,CLARIFICARE,"11,097",3,1,1,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8318\7,"8,318",Masuri active  integrate pentru persoanele din mediul rural in cautare de loc de munca sau ocupate in agricultura de subzistenta din Regiunea Sud Muntenia.,ASOCIATIA INAPOI LA MUNCA,7,11/01/2011 00:00:00,,,,,,,"1,389",4,5,5.2,***,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
29933\6,"29,933","Servicii integrate pentru cresterea gradului de ocupare in randul somerilor, a persoanelor inactive si a celor care au parasit timpuriu scoala",FUNDATIA ECOLOGICA GREEN,6,04/06/2012 00:00:00,,,,,,,"9,330",4,5,5.1,***,NORD-EST,IASI,MUNICIPIUL IASI,
24365\5,"24,365",Formarea profesionala generala a angajatilor proprii in meseria de agent comercial (3421.3.1- nivel 3),WIN IMPEX S.R.L.,5,10/30/2011 00:00:00,,,,,,,"2,141",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
20791\4,"20,791","Centre PICAS - Proiectul ""Puncte de Informare, Consiliere ?i Asisten?? Specializata pentru ?omerii ?i persoanele în c?utarea unui loc de munca din sectorul abordat""",Fundatia Casa de Meserii a Constructorilor,4,01/26/2012 00:00:00,,,,,,,"1,461",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8216\10,"8,216","E-Word (Empowering WOmen for Rural Development) Emanciparea Femeilor pentru Dezvoltare Rural?. Emancipare, Ocuparea fortei de Munc?, Antreprenoriat","FEDERATIA NATIONALA A SINDICATELOR DIN AGRICULTURA, TUTUN, DOMENII SI SERVICII CONEXE ""AGROSTAR""",10,03/11/2013 00:00:00,,,,,,,"1,443",4,6,6.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
23162\8,"23,162","Dezvoltarea Aptitudinilor, Competentelor si Initiativei Antreprenoriale (D.A.C.I.A.)",ALP Grup SRL,8,03/12/2013 00:00:00,"266,156",06/28/2013 00:00:00,"266,154",,,,"8,064",4,3,3.1,***,VEST,TIMIS,DUMBRAVITA,
24440\3,"24,440","ATESTAT prin Specializare\""",CETINA SRL,3,05/30/2011 00:00:00,"101,139",06/17/2011 00:00:00,"101,139",,,,"8,548",4,3,3.2,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
22550\4,"22,550",COMPETENTE PENTRU O PIATA A MUNCII COMPETITIVA IN CONTEXT EUROPEAN!,INSPECTORATUL SCOLAR AL JUDE?ULUI PRAHOVA,4,09/27/2012 00:00:00,"557,159",03/02/2013 00:00:00,"557,159",,,,"7,891",4,2,2.1,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,
12734\3,"12,734","CONSTRUCTIE HALÄ DE PRODUCTIE PROPRIE SI MODERNIZAREA BALCANIC S.R.L. PENTRU CRESTEREA CAPACITÄTII DE PRODUCTIE SI DEZVOLTAREA DURABILÄ A ÎNTREPRINDERII
",BALCANIC SRL,3,11/15/2011 00:00:00,,,,,,CLARIFICARE,"4,999",3,1,1,1,VEST,TIMIS,SACALAZ,
37291\3,"37,291",Front de asteptare pentru desfacere/refacere convoaie la confluenta canalelor navigabile Dunare-Marea Neagra si Poarta Alba Midia Navodari,Compania Nationala Administratia Canalelor Navigabile SA Constanta,3,05/29/2013 00:00:00,"3,295,998",08/28/2013 00:00:00,"2,973,377",,,,308,5,3,3.2,***,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
36494\4,"36,494",SoluTii inovative pentru sanatatea copiilor,Liga Romana pentru Sanatate Mintala,4,07/06/2012 00:00:00,,,,,,,"6,917",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
24443\3,"24,443",Perfectionarea angajatilor proprii in scopul imbunatatirii competentelor acestora si crearea conditiilor pentru acces si participare la formarea profesionala continua in cadrul SC KUBO ICE CREM COMPANY SRL,KUBO ICE CREAM COMPANY SRL,3,07/25/2011 00:00:00,"309,291",10/11/2011 00:00:00,"302,112",,,,"8,634",4,3,3.2,***,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
29852\6,"29,852",ACTIV - abordare integrata a masurilor de ocupare,Agentia Judeteana pentru Ocuparea Fortei de Munca Iasi,6,04/27/2012 00:00:00,,,,,,,"7,845",4,5,5.1,***,NORD-EST,IASI,MUNICIPIUL IASI,
30712\1,"30,712",WORKFLEX NORD-EST -RETEA PILOT DE FORMARE A SOMERILOR SI PERSOANELOR INACTIVE DIN REGIUNEA NORD-EST PENTRU ASIGURAREA MOBILITATII OCUPATIONALE SI GEOGRAFICE,FGM TOUR SRL,1,06/08/2011 00:00:00,,,,,,,"9,940",4,5,5.1,***,NORD-EST,IASI,MUNICIPIUL IASI,
31632\8,"31,632","Formarea, garantia mobilitatii pe piata fortei de munca!",ASOCIATIA ESPERANDO Baia MAre,8,04/11/2013 00:00:00,"188,775",05/30/2013 00:00:00,"187,608",,,,"10,382",4,5,5.1,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
22958\4,"22,958",Cresterea nivelului sanatatii si sigurantei la locurile de munca a salariatilor proprii prin consolidarea culturii de prevenire a riscurilor de accidentare si imbolnavire profesionala - SANSIG,Filiala Institutul de Cercetari si Modernizari Energetice - ICEMENERG,4,03/02/2012 00:00:00,,,,,,,"3,516",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22288\3,"22,288",Reabilitarea sitului industrial de pe fosta platforma industriala Calan si pregatirea lui pentru noi activitati,CONSILIUL LOCAL CALAN,3,,,,,,,retrasa,578,1,4,4.2,1,VEST,HUNEDOARA,ORAS CALAN,
22266\7,"22,266",Rolul dialogului social în dezvoltarea incluziunii sociale active,Asociatia Centrul de Resurse pentru Initiative Etice si Solidare,7,10/05/2011 00:00:00,"124,762",12/31/2012 00:00:00,"124,730",,,,"7,305",4,3,3.3,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
31166\1,"31,166",Calificare pentru turismul romanesc,Primaria orasului Eforie,1,02/20/2012 00:00:00,,,,,,,"1,172",4,5,5.1,***,SUD-EST,CONSTANTA,ORAS EFORIE,
40652\4,"40,652","Reabilitarea, extinderea si dotarea unei cladiri din Zona Metropolitana Constanta,localitatea Tuzla, in vederea utilizarii acesteia drept centru pentru tineret",ASOCIATIA DE DEZVOLTARE COMUNITARA ZONA METROPOLITANA CONSTANTA,4,,,,,,,,"4,996",1,1,1.1,3,SUD-EST,CONSTANTA,MUNICIPIUL CONSTANTA,
21184\6,"21,184",Oportunitati de ocupare in contextul dezvoltarii durabile a Muntilor Apuseni,Clubul Ecologic Transilvania,6,03/16/2012 00:00:00,,,,,,,"7,478",4,5,5.2,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
34526\1,"34,526",O noua sansa pe piata muncii prin calificare,RADUCONS IMPEX S.R.L,1,10/20/2011 00:00:00,,,,,,,"11,417",4,2,2.3,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
20671\9,"20,671",Parteneriat european de formare pentru o societate inclusiva,DIRECTIA GENERALA A PENITENCIARELOR - CENTRUL DE REEDUCARE MINORI DE CATEGORIA I BUZIAS,9,11/11/2011 00:00:00,"139,266",11/11/2011 00:00:00,"138,270",,,,"4,107",4,6,6.4,***,VEST,TIMIS,ORAS BUZIAS,
28674\5,"28,674",De la restructurare la ocupare,Asociatia Romana pentru Managementul Proiectelor,5,04/02/2012 00:00:00,,,,,,,"9,811",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
23847\4,"23,847",Extinderea activitatii in domeniul productiei echipamentelor de ventilatie si climatizare,OMC Klima,4,,,,,,,,"8,356",1,4,4.3,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
4007\6,"4,007",Aptitudini practice prin învatare la locul de munca pentru tranzitia la viata activa,Fundatia invatamantului Preuniversitar al Cooperatiei Mestesugaresti – „Spiru Haret” Bucuresti,6,09/06/2011 00:00:00,"1,063,373",09/25/2011 00:00:00,"935,333",,,,"1,462",4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
30150\8,"30,150",MOBILIZEAZA - TE! Tineret si actiune pe piata muncii,FUNDATIA PT. TINERET BZ.,8,03/20/2013 00:00:00,"107,279",05/07/2013 00:00:00,"107,278",,,,"10,113",4,5,5.1,***,SUD-EST,BUZAU,MUNICIPIUL BUZAU,
21419\5,"21,419",FEMININ RURAL - Dezvoltarea spiritului antreprenorial,ILE Trade Company SRL,5,04/12/2012 00:00:00,,,,,,,"7,546",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
4072\1,"4,072",PROSELF - Promovarea serviciilor de SELF-service,Agentia Nationala pentru Ocuparea Fortei de Munca,1,03/02/2011 00:00:00,,,,,,,130,4,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
37079\2,"37,079","Mestesugul tesutului - valoare, sensibilitate, aplicabilitate",Fundatia Culturala Artex,2,04/27/2012 00:00:00,"425,326",06/18/2012 00:00:00,"425,326",,,,"11,536",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21359\4,"21,359",Retea colaborativa online in invatamantul superior artistic romanesc pentru compatibilitatea absolventului de design grafic si industrial pe piata muncii,Universitatea de Arte „George Enescu” Iasi,4,05/31/2013 00:00:00,"1,186,024",08/06/2013 00:00:00,"1,184,705",,,,"5,830",4,1,1.2,***,NORD-EST,IASI,MUNICIPIUL IASI,
19522\4,"19,522",Program de investitii pentru optimizarea si dezvoltarea activitatii firmei,TIURENLAU HOTEL MANAGEMENT SRL,4,,,,,,,,"7,083",1,4,4.3,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36542\8,"36,542","Formarea profesionala in domeniul epidemiologiei,si promovarea utilizarii noilor tehnologii pt personalul din sectorul sanatatii",Institutul National de Sanatate Publica,8,06/21/2013 00:00:00,"597,580",07/16/2013 00:00:00,"597,580",,,,"8,111",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22329\6,"22,329",Monitorizarea insertiei profesionale a absolventilor IPT in vederea optimizarii ofertei educationale,INSPECTORATUL SCOLAR TG JIU,6,11/02/2012 00:00:00,"11,540",03/08/2013 00:00:00,"3,740",,,,"3,754",4,2,2.1,***,SUD-VEST OLTENIA,GORJ,MUNICIPIUL TARGU JIU,
23222\9,"23,222",Antreprenoriatul - O cariera de succes,FUNDATIA ORIZONT,9,10/11/2013 00:00:00,,,,,,,"1,738",4,3,3.1,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
18448\3,"18,448",Vrancea turistica,Consiliul Judetean Vrancea,3,06/17/2013 00:00:00,,,,,,,181,1,5,5.3,2,SUD-EST,VRANCEA,MUNICIPIUL FOCSANI,
2353\3,"2,353","Modernizarea activitatii de productie a intreprinderii SC CROMSTEEL INDUSTRIES SA prin achizitionarea de echipamente si instalatii inalt tehnologizate, know-how de inalta performanta si echipamente pentru protectia mediului si tratarea apelor reziduale",CROMSTEEL INDUSTRIES SA,3,05/31/2011 00:00:00,,,,,,3,"301,280,016",3,1,1,1,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
33772\8,"33,772",Fii calificat pe piata muncii! Cresterea nivelului de calificare a angajatilor din sanatate si asistenta sociala din Regiunea Sud-Est,Federatia \Solidaritatea Sanitara\ din Romania,8,10/04/2013 00:00:00,,,,,,,"3,595",4,2,2.3,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
